Jürg
Kurt
Gabrielle
Jürg
Endo
Renato
Bernhard
Urs
Dres
Ernst
Hans
Lukas
Nicola
Elisabeth
Jürg
Urs
Maja
Peter
Elisabeth
Hans-Ruedi
Arthur
Silvio
Johann
Hans
Armin
Andrew
Karl
Ulrich
Rainer
Beat
Johann
Dominik
Werner
Jakob
Hanspeter
Zora
Hermann
Erika
Ernst
Josef
Alex
Gion
Federica
August
Margrit
Enrico
Martin
Walter
Julian
Fritz
Rolf
Edmund
Friedrich
Ralph
Adelheid
Werner
Luise
Serge
Albert
Ruth
Urs
Robert
Alfred
Gottfried
Konrad
Franz
Heinrich
Jürg
Catalin
Martin
Dante
Eleonore
Dieter
Max
Katja
Alice
Raffael
René
Max
Christoph
Rolf
Elisabeth
Max
Salomon
Alex
Simon
Friedrich
Eugen
Georg
Lea
Jeremias
André
Walter
Karl
Manfred
Kurt
Werner
Franz
Alexander
Sophie
Stefan
Peter
Albrecht
Christian
Paul
Ernst
Lukas
Eveline
Jakob
Ulrich
Alexander
Erwin
Fritz
David
Hermann
Hermann
Hans
Heinrich
Ludwig
August
Franz
Arthur
Thomas
Kurt
Paul
Al
Karl
Pierre
Meinrad
Felix
Petra
Urs
Sam
Zoë
Louis
Hanna
Ingeborg
André
Walther
Christoph
Gottfried
Stefan
Ulrich
Erwin
Guido
Robert
Joseph
Dora
Christian
Heinrich
Markus
Jürg
Siegfried
Maria
Johann
Peter
Pedro
Gertrud
Charles
Meinrad
Otto
Roger
Nicolas
Hugo
Cécile
Carl
Lorenz
Emil
Jan
Robert
Christoph
Urs
Otto
Hugo
Kurt
Werner
Mani
Adolf
Mariella
Niklaus
Gerhard
Helen
Herbert
Jürgmeier
Pirmin
Maria
Pascal
Klaus
Felix
Conrad
E.
Elisabeth
Albert
Felix
Perikles
Roger
Fritz
Hans
Hans
Milena
Elisabeth
Andreas
Adolf
Melinda
Ernst
Andreas
Rolf
Paul
René
Urs
Urs
Meret
Lorenz
Erica
Johann
Rudolf
Robert
Thomas
Andreas
Kuno
Markus
Sabine
René
Linus
Hans
Josef
Dominik
Christine
Theres
Jean-Jacques
Simona
Adolf
Johannes
Johann
Isolde
Klaus
Brigitte
Jakob
Urs
Walter
Hansjörg
Susy
Werner
Hansjörg
Hermann
Kristin
Margrit
Jürg
Hans
Annemarie
Ruth
Sibylle
Christoph
Ernst
René
Gerold
Joseph
Carl
Johanna
Hans
Heinz
Peter
Verena
Albert
Bruno
Otto
Flavio
Jörg
Beat
Claudia
Gottfried
Jakob
Alain
Martin
Peter
Marcus
Rudolf
Michael
Robert
Salomon
Adrien
Regina
Raphael
Aline
Aglaja
Florian
Jakob
Traugott
Walter
John
Robert
Hans
Otto
Silja
Sabine
Maria
Peter
Peter
Lisa
Rosalia
Markus
Gisela
Urs
Ursula
Heinrich
Gertrud
Jean
Otto
Adolf
Werner
Johann
Hedi
Laure
Ernst
Albin
Fritz
Roland
Matthias
Manfred
Dieter

